ORIGIN,TERMINAL,DISTENCE,PRICE
建三江,大连,1287,930
建三江,大庆,585,828
建三江,大同,622,836
建三江,丹东,1037,902
建三江,稻城,3465,1059
建三江,敦煌,3148,1047
建三江,鄂尔多斯,1997,987
建三江,十堰,2458,1014
建三江,石河子,3576,1063
建三江,福州,2634,1023
建三江,抚远,141,643
建三江,阜阳,2137,996
建三江,赣州,2846,1033
建三江,广元,2800,1031
建三江,广州,3190,1048
建三江,贵阳,3224,1050
建三江,桂林,3142,1046
建三江,哈尔滨,489,805
建三江,哈密,3102,1045
建三江,海口,3640,1065
建三江,海拉尔,959,892
建三江,杭州,2171,998
建三江,合肥,2153,997
建三江,呼和浩特,1818,975
建三江,惠州,3139,1046
建三江,淮安,1895,981
建三江,和田,4398,1090
建三江,黄山,2265,1004
建三江,揭阳,3009,1041
建三江,晋江,2799,1031
建三江,井冈山,2809,1032
建三江,景德镇,2402,1011
建三江,佳木斯,187,680
建三江,九寨沟,2863,1034
建三江,库尔勒,3718,1068
建三江,克拉玛依,3621,1065
建三江,昆明,3611,1064
建三江,喀什,4555,1095
建三江,兰州,2679,1026
建三江,丽江,3620,1065
建三江,林芝,3773,1070
建三江,柳州,3275,1052
建三江,六盘水,3343,1054
建三江,泸州,3110,1045
建三江,临汾,2138,996
建三江,拉萨,4049,1079
建三江,满洲里,1137,914
建三江,茅台,1913,982
建三江,牡丹江,380,772
建三江,绵阳,2948,1038
建三江,南昌,2524,1018
建三江,南京,2061,992
建三江,南宁,3480,1060
建三江,南通,1969,986
建三江,宁波,2155,997
建三江,攀枝花,3544,1062
建三江,齐齐哈尔,654,842
建三江,青岛,1602,959
建三江,三亚,3853,1073
建三江,石家庄,1796,974
建三江,松原,647,841
建三江,上海,2020,989
建三江,深圳,3213,1049
建三江,沈阳,950,891
建三江,台州,2285,1005
建三江,太原,1940,984
建三江,天津,1540,954
建三江,通化,813,871
建三江,通辽,906,885
建三江,吐鲁番,3407,1057
建三江,万州,2769,1030
建三江,威海,1385,940
建三江,温州,2381,1010
建三江,乌鲁木齐,3483,1060
建三江,无锡,2037,990
建三江,乌海,2236,1002
建三江,武汉,2429,1013
建三江,乌兰浩特,816,871
建三江,乌兰察布,1702,967
建三江,西安,757,861
建三江,西昌,3413,1057
建三江,西宁,2791,1031
建三江,锡林浩特,1329,934
建三江,厦门,2842,1033
建三江,徐州,1939,984
建三江,烟台,1425,944
建三江,延吉,531,815
建三江,盐城,1869,979
建三江,扬州,1996,987
建三江,伊宁,3937,1076
建三江,宜宾,3173,1048
建三江,宜昌,2588,1021
建三江,义乌,2273,1004
建三江,银川,2351,1009
建三江,榆林,2110,995
建三江,运城,2254,1003
建三江,湛江,3518,1061
建三江,张家界,2778,1030
建三江,郑州,2107,994
建三江,重庆,2986,1040
建三江,珠海,3264,1051
建三江,遵义,3117,1045
库尔勒,阿坝,1825,976
库尔勒,阿克苏,410,782
库尔勒,巴彦淖尔,1813,975
库尔勒,包头,2016,989
库尔勒,北海,3138,1046
库尔勒,北京,2576,1021
库尔勒,博鳌,3434,1058
库尔勒,长春,3209,1049
库尔勒,长沙,2883,1035
库尔勒,长治,2436,1013
库尔勒,常州,3222,1050
库尔勒,朝阳,2585,1021
库尔勒,成都,2046,991
库尔勒,赤峰,2728,1028
库尔勒,达州,2261,1004
库尔勒,大理,2222,1001
库尔勒,大连,3035,1042
库尔勒,大庆,3149,1047
库尔勒,大同,3129,1046
库尔勒,丹东,3223,1050
库尔勒,稻城,1948,984
库尔勒,敦煌,723,855
库尔勒,鄂尔多斯,2049,991
库尔勒,十堰,2429,1013
库尔勒,石河子,290,737
库尔勒,福州,3526,1061
库尔勒,抚远,3829,1072
库尔勒,阜阳,2820,1032
库尔勒,赣州,3201,1049
库尔勒,广元,2052,991
库尔勒,广州,3288,1052
库尔勒,贵阳,2545,1019
库尔勒,桂林,2901,1036
库尔勒,哈尔滨,3284,1052
库尔勒,哈密,649,841
库尔勒,海口,3342,1054
库尔勒,海拉尔,2778,1030
库尔勒,杭州,3328,1054
库尔勒,合肥,2996,1040
库尔勒,呼和浩特,2162,998
库尔勒,惠州,3368,1055
库尔勒,淮安,3074,1043
库尔勒,和田,709,853
库尔勒,黄山,3153,1047
库尔勒,揭阳,3480,1060
库尔勒,晋江,3558,1063
库尔勒,井冈山,3082,1044
库尔勒,景德镇,3141,1046
库尔勒,佳木斯,3546,1062
库尔勒,九寨沟,1852,978
库尔勒,建三江,3718,1068
库尔勒,克拉玛依,394,776
库尔勒,昆明,2424,1013
库尔勒,喀什,853,877
库尔勒,兰州,1684,965
库尔勒,丽江,2114,995
库尔勒,林芝,1651,963
库尔勒,柳州,2918,1037
库尔勒,六盘水,2423,1013
库尔勒,泸州,2278,1005
库尔勒,临汾,2310,1006
库尔勒,拉萨,1424,943
库尔勒,满洲里,2605,1022
库尔勒,茅台,2819,1032
库尔勒,牡丹江,3532,1062
库尔勒,绵阳,2032,990
库尔勒,南昌,3078,1044
库尔勒,南京,3107,1045
库尔勒,南宁,2969,1039
库尔勒,南通,3282,1052
库尔勒,宁波,3461,1059
库尔勒,攀枝花,2227,1002
库尔勒,齐齐哈尔,3066,1043
库尔勒,青岛,3042,1042
库尔勒,三亚,3448,1058
库尔勒,石家庄,2480,1016
库尔勒,松原,3151,1047
库尔勒,上海,3374,1056
库尔勒,深圳,3385,1056
库尔勒,沈阳,3103,1045
库尔勒,台州,3523,1061
库尔勒,太原,2322,1007
库尔勒,天津,2666,1025
库尔勒,通化,3308,1053
库尔勒,通辽,2971,1039
库尔勒,吐鲁番,312,746
库尔勒,万州,2364,1009
库尔勒,威海,3127,1046
库尔勒,温州,3504,1061
库尔勒,乌鲁木齐,281,732
库尔勒,无锡,3259,1051
库尔勒,乌海,1790,973
库尔勒,武汉,2833,1033
库尔勒,乌兰浩特,2928,1037
库尔勒,乌兰察布,2278,1005
库尔勒,西安,3214,1049
库尔勒,西昌,2140,996
库尔勒,西宁,1491,949
库尔勒,锡林浩特,2478,1015
库尔勒,厦门,3541,1062
库尔勒,徐州,2861,1034
库尔勒,烟台,3062,1043
库尔勒,延吉,3556,1062
库尔勒,盐城,3150,1047
库尔勒,扬州,3142,1046
库尔勒,伊宁,442,791
库尔勒,宜宾,2232,1002
库尔勒,宜昌,2586,1021
库尔勒,义乌,3373,1056
库尔勒,银川,1774,972
库尔勒,榆林,2075,992
库尔勒,运城,2316,1007
库尔勒,湛江,3238,1050
库尔勒,张家界,2630,1023
库尔勒,郑州,2546,1019
库尔勒,重庆,2307,1006
库尔勒,珠海,3375,1056
库尔勒,遵义,2475,1015
克拉玛依,阿坝,2100,994
克拉玛依,阿克苏,621,836
克拉玛依,巴彦淖尔,1888,980
克拉玛依,包头,2082,993
克拉玛依,北海,3438,1058
克拉玛依,北京,2625,1023
克拉玛依,博鳌,3736,1069
克拉玛依,长春,3169,1047
克拉玛依,长沙,3107,1045
克拉玛依,长治,2562,1020
克拉玛依,常州,3361,1055
克拉玛依,朝阳,2633,1023
克拉玛依,成都,2317,1007
克拉玛依,赤峰,2729,1028
克拉玛依,达州,2496,1016
克拉玛依,大理,2564,1020
克拉玛依,大连,3077,1044
克拉玛依,大庆,3072,1043
克拉玛依,大同,3061,1043
克拉玛依,丹东,3238,1050
克拉玛依,稻城,2271,1004
克拉玛依,敦煌,923,887
克拉玛依,鄂尔多斯,2130,996
克拉玛依,十堰,2621,1023
克拉玛依,石河子,132,634
克拉玛依,福州,3724,1068
克拉玛依,抚远,3721,1068
克拉玛依,阜阳,2972,1039
克拉玛依,赣州,3431,1058
克拉玛依,广元,2288,1005
克拉玛依,广州,3549,1062
克拉玛依,贵阳,2830,1033
克拉玛依,桂林,3169,1047
克拉玛依,哈尔滨,3216,1049
克拉玛依,哈密,759,862
克拉玛依,海口,3642,1066
克拉玛依,海拉尔,2664,1025
克拉玛依,杭州,3482,1060
克拉玛依,合肥,3151,1047
克拉玛依,呼和浩特,2216,1001
克拉玛依,惠州,3622,1065
克拉玛依,淮安,3197,1049
克拉玛依,和田,988,896
克拉玛依,黄山,3320,1054
克拉玛依,揭阳,3717,1068
克拉玛依,晋江,3772,1070
克拉玛依,井冈山,3311,1053
克拉玛依,景德镇,3324,1054
克拉玛依,佳木斯,3458,1059
克拉玛依,九寨沟,2094,994
克拉玛依,建三江,3621,1065
克拉玛依,库尔勒,394,776
克拉玛依,昆明,2750,1029
克拉玛依,喀什,966,893
克拉玛依,兰州,1883,980
克拉玛依,丽江,2449,1014
克拉玛依,林芝,2012,988
克拉玛依,柳州,3198,1049
克拉玛依,六盘水,2723,1028
克拉玛依,泸州,2555,1019
克拉玛依,临汾,2447,1014
克拉玛依,拉萨,1810,975
克拉玛依,满洲里,2487,1016
克拉玛依,茅台,2941,1038
克拉玛依,牡丹江,3474,1059
克拉玛依,绵阳,2289,1005
克拉玛依,南昌,3276,1052
克拉玛依,南京,3251,1051
克拉玛依,南宁,3268,1051
克拉玛依,南通,3413,1057
克拉玛依,宁波,3610,1064
克拉玛依,攀枝花,2552,1019
克拉玛依,齐齐哈尔,2979,1039
克拉玛依,青岛,3128,1046
克拉玛依,三亚,3761,1070
克拉玛依,石家庄,2568,1020
克拉玛依,松原,3095,1044
克拉玛依,上海,3510,1061
克拉玛依,深圳,3645,1066
克拉玛依,沈阳,3098,1045
克拉玛依,台州,3685,1067
克拉玛依,太原,2424,1013
克拉玛依,天津,2724,1028
克拉玛依,通化,3296,1053
克拉玛依,通辽,2943,1038
克拉玛依,吐鲁番,446,793
克拉玛依,万州,2598,1022
克拉玛依,威海,3186,1048
克拉玛依,温州,3677,1067
克拉玛依,乌鲁木齐,258,721
克拉玛依,无锡,3399,1057
克拉玛依,乌海,1892,980
克拉玛依,武汉,3022,1041
克拉玛依,乌兰浩特,2862,1034
克拉玛依,乌兰察布,2322,1007
克拉玛依,西安,3188,1048
克拉玛依,西昌,2454,1014
克拉玛依,西宁,1700,966
克拉玛依,锡林浩特,2457,1014
克拉玛依,厦门,3760,1070
克拉玛依,徐州,2988,1040
克拉玛依,烟台,3124,1046
克拉玛依,延吉,3517,1061
克拉玛依,盐城,3271,1052
克拉玛依,扬州,3277,1052
克拉玛依,伊宁,316,748
克拉玛依,宜宾,2516,1017
克拉玛依,宜昌,2796,1031
克拉玛依,义乌,3537,1062
克拉玛依,银川,1906,981
克拉玛依,榆林,2187,999
克拉玛依,运城,2473,1015
克拉玛依,湛江,3531,1062
克拉玛依,张家界,2863,1034
克拉玛依,郑州,2689,1026
克拉玛依,重庆,2568,1020
克拉玛依,珠海,3640,1065
克拉玛依,遵义,2750,1029
昆明,阿坝,763,862
昆明,阿克苏,2625,1023
昆明,巴彦淖尔,1801,974
昆明,包头,1856,978
昆明,北海,765,863
昆明,北京,2088,993
昆明,博鳌,1041,903
昆明,长春,2927,1037
昆明,长沙,1078,907
昆明,长治,1588,958
昆明,常州,1843,977
昆明,朝阳,2098,994
昆明,成都,640,839
昆明,赤峰,2426,1013
昆明,达州,830,873
昆明,大理,260,722
昆明,大连,2348,1008
昆明,大庆,3105,1045
昆明,大同,3047,1042
昆明,丹东,2616,1023
昆明,稻城,479,802
昆明,敦煌,1881,980
昆明,鄂尔多斯,1776,972
昆明,十堰,1153,916
昆明,石河子,2617,1023
昆明,福州,1669,964
昆明,抚远,3753,1069
昆明,阜阳,1543,954
昆明,赣州,1229,924
昆明,广元,875,880
昆明,广州,1096,909
昆明,贵阳,436,790
昆明,桂林,759,862
昆明,哈尔滨,3140,1046
昆明,哈密,2099,994
昆明,海口,961,892
昆明,海拉尔,3084,1044
昆明,杭州,1816,975
昆明,合肥,1611,959
昆明,呼和浩特,1940,984
昆明,惠州,1206,922
昆明,淮安,1861,978
昆明,和田,2543,1019
昆明,黄山,1619,960
昆明,揭阳,1394,941
昆明,晋江,1597,958
昆明,井冈山,1155,916
昆明,景德镇,1506,951
昆明,佳木斯,3432,1058
昆明,九寨沟,926,888
昆明,建三江,3611,1064
昆明,库尔勒,2424,1013
昆明,克拉玛依,2750,1029
昆明,喀什,2963,1039
昆明,兰州,1229,924
昆明,丽江,320,749
昆明,林芝,848,876
昆明,柳州,682,848
昆明,六盘水,274,729
昆明,泸州,506,809
昆明,临汾,1489,949
昆明,拉萨,1254,927
昆明,满洲里,3008,1041
昆明,茅台,1739,969
昆明,牡丹江,3250,1051
昆明,绵阳,743,859
昆明,南昌,1367,938
昆明,南京,1749,970
昆明,南宁,619,835
昆明,南通,1932,983
昆明,宁波,1934,983
昆明,攀枝花,197,686
昆明,齐齐哈尔,3107,1045
昆明,青岛,2085,993
昆明,三亚,1031,901
昆明,石家庄,1824,976
昆明,松原,2986,1040
昆明,上海,1962,985
昆明,深圳,1183,919
昆明,沈阳,2663,1025
昆明,台州,1898,981
昆明,太原,1703,967
昆明,天津,2073,992
昆明,通化,2828,1033
昆明,通辽,2722,1028
昆明,吐鲁番,2313,1007
昆明,万州,842,875
昆明,威海,2297,1006
昆明,温州,1816,975
昆明,乌鲁木齐,2500,1017
昆明,无锡,1865,979
昆明,乌海,1672,964
昆明,武汉,1295,931
昆明,乌兰浩特,2908,1036
昆明,乌兰察布,2019,989
昆明,西安,2855,1034
昆明,西昌,318,749
昆明,西宁,1292,931
昆明,锡林浩特,2439,1013
昆明,厦门,1554,955
昆明,徐州,1731,969
昆明,烟台,2239,1002
昆明,延吉,3151,1047
昆明,盐城,1925,983
昆明,扬州,1820,975
昆明,伊宁,2863,1034
昆明,宜宾,455,795
昆明,宜昌,1054,904
昆明,义乌,1778,972
昆明,银川,1531,953
昆明,榆林,1613,960
昆明,运城,1366,938
昆明,湛江,888,882
昆明,张家界,892,883
昆明,郑州,1506,951
昆明,重庆,626,837
昆明,珠海,1147,915
昆明,遵义,513,811
喀什,阿坝,2502,1017
喀什,阿克苏,448,793
喀什,巴彦淖尔,2659,1025
喀什,包头,2863,1034
喀什,北海,3720,1068
喀什,北京,3423,1057
喀什,博鳌,4004,1078
喀什,长春,4060,1080
喀什,长沙,3606,1064
喀什,长治,3255,1051
喀什,常州,4024,1079
喀什,朝阳,3433,1058
喀什,成都,2720,1028
喀什,赤峰,3581,1063
喀什,达州,2982,1040
喀什,大理,2724,1028
喀什,大连,3883,1074
喀什,大庆,3992,1077
喀什,大同,3975,1077
喀什,丹东,4075,1080
喀什,稻城,2520,1018
喀什,敦煌,1546,954
喀什,鄂尔多斯,2891,1036
喀什,十堰,3197,1049
喀什,石河子,985,896
喀什,福州,4269,1086
喀什,抚远,4661,1098
喀什,阜阳,3615,1065
喀什,赣州,3909,1075
喀什,广元,2780,1030
喀什,广州,3945,1076
喀什,贵阳,3177,1048
喀什,桂林,3555,1062
喀什,哈尔滨,4129,1082
喀什,哈密,1501,950
喀什,海口,3920,1075
喀什,海拉尔,3605,1064
喀什,杭州,4117,1081
喀什,合肥,3788,1071
喀什,呼和浩特,3011,1041
喀什,惠州,4037,1079
喀什,淮安,3888,1074
喀什,和田,429,787
喀什,黄山,3933,1076
喀什,揭阳,4172,1083
喀什,晋江,4282,1087
喀什,井冈山,3794,1071
喀什,景德镇,3906,1075
喀什,佳木斯,4386,1090
喀什,九寨沟,2579,1021
喀什,建三江,4555,1095
喀什,库尔勒,853,877
喀什,克拉玛依,966,893
喀什,昆明,2963,1039
喀什,兰州,2463,1015
喀什,丽江,2642,1024
喀什,林芝,2119,995
喀什,柳州,3547,1062
喀什,六盘水,3028,1042
喀什,泸州,2935,1037
喀什,临汾,3123,1046
喀什,拉萨,1759,971
喀什,满洲里,3429,1058
喀什,茅台,3635,1065
喀什,牡丹江,4380,1090
喀什,绵阳,2731,1028
喀什,南昌,3828,1072
喀什,南京,3907,1075
喀什,南宁,3560,1063
喀什,南通,4089,1081
喀什,宁波,4253,1086
喀什,攀枝花,2778,1030
喀什,齐齐哈尔,3905,1075
喀什,青岛,3876,1074
喀什,三亚,3990,1077
喀什,石家庄,3316,1053
喀什,松原,3999,1078
喀什,上海,4178,1083
喀什,深圳,4042,1079
喀什,沈阳,3956,1076
喀什,台州,4304,1087
喀什,太原,3153,1047
喀什,天津,3512,1061
喀什,通化,4161,1083
喀什,通辽,3824,1072
喀什,吐鲁番,1163,917
喀什,万州,3085,1044
喀什,威海,3970,1077
喀什,温州,4276,1086
喀什,乌鲁木齐,1071,906
喀什,无锡,4061,1080
喀什,乌海,2627,1023
喀什,武汉,3595,1064
喀什,乌兰浩特,3773,1070
喀什,乌兰察布,3128,1046
喀什,西安,4067,1080
喀什,西昌,2726,1028
喀什,西宁,2268,1004
喀什,锡林浩特,3331,1054
喀什,厦门,4259,1086
喀什,徐州,3675,1067
喀什,烟台,3904,1075
喀什,延吉,4408,1090
喀什,盐城,3966,1077
喀什,扬州,3947,1076
喀什,伊宁,664,844
喀什,宜宾,2875,1035
喀什,宜昌,3331,1054
喀什,义乌,4153,1083
喀什,银川,2598,1022
喀什,榆林,2905,1036
喀什,运城,3115,1045
喀什,湛江,3834,1072
喀什,张家界,3345,1054
喀什,郑州,3353,1055
喀什,重庆,2989,1040
喀什,珠海,4023,1078
喀什,遵义,3129,1046
兰州,阿坝,485,803
兰州,阿克苏,2030,990
兰州,巴彦淖尔,609,833
兰州,包头,731,857
兰州,北海,1701,967
兰州,北京,1181,919
兰州,博鳌,1992,987
兰州,长春,2019,989
兰州,长沙,1225,924
兰州,长治,834,874
兰州,常州,1563,956
兰州,朝阳,1192,920
兰州,成都,599,831
兰州,赤峰,1472,948
兰州,达州,637,839
兰州,大理,1203,922
兰州,大连,1597,958
兰州,大庆,2111,995
兰州,大同,2064,992
兰州,丹东,1846,977
兰州,稻城,877,880
兰州,敦煌,970,894
兰州,鄂尔多斯,682,848
兰州,十堰,745,859
兰州,石河子,1761,971
兰州,福州,1845,977
兰州,抚远,2817,1032
兰州,阜阳,1153,916
兰州,赣州,1551,955
兰州,广元,442,791
兰州,广州,1704,967
兰州,贵阳,1084,908
兰州,桂林,1348,936
兰州,哈尔滨,2190,999
兰州,哈密,1127,913
兰州,海口,1893,980
兰州,海拉尔,1970,986
兰州,杭州,1654,963
兰州,合肥,1324,934
兰州,呼和浩特,863,878
兰州,惠州,1764,971
兰州,淮安,1440,945
兰州,和田,2131,996
兰州,黄山,1472,948
兰州,揭阳,1841,977
兰州,晋江,1889,980
兰州,井冈山,1432,944
兰州,景德镇,1457,946
兰州,佳木斯,2491,1016
兰州,九寨沟,305,743
兰州,建三江,2679,1026
兰州,库尔勒,1684,965
兰州,克拉玛依,1883,980
兰州,昆明,1229,924
兰州,喀什,2463,1015
兰州,丽江,1076,907
兰州,林芝,1098,910
兰州,柳州,1410,942
兰州,六盘水,1057,905
兰州,泸州,811,870
兰州,临汾,693,850
兰州,拉萨,1382,940
兰州,满洲里,1863,978
兰州,茅台,1197,921
兰州,牡丹江,2369,1010
兰州,绵阳,513,811
兰州,南昌,1397,941
兰州,南京,1446,945
兰州,南宁,1535,953
兰州,南通,12875,1230
兰州,宁波,1789,973
兰州,攀枝花,1072,907
兰州,齐齐哈尔,2081,993
兰州,青岛,1486,949
兰州,三亚,2057,991
兰州,石家庄,974,894
兰州,松原,2031,990
兰州,上海,1717,968
兰州,深圳,1796,974
兰州,沈阳,1807,974
兰州,台州,1843,977
兰州,太原,801,869
兰州,天津,1226,924
兰州,通化,2008,988
兰州,通辽,1779,972
兰州,吐鲁番,1448,946
兰州,万州,731,857
兰州,威海,1632,961
兰州,温州,1821,975
兰州,乌鲁木齐,1629,961
兰州,无锡,1600,959
兰州,乌海,481,802
兰州,武汉,1148,915
兰州,乌兰浩特,1887,980
兰州,乌兰察布,977,894
兰州,西安,1977,986
兰州,西昌,925,887
兰州,西宁,194,684
兰州,锡林浩特,1372,939
兰州,厦门,1876,979
兰州,徐州,1230,924
兰州,烟台,1563,956
兰州,延吉,2321,1007
兰州,盐城,1519,952
兰州,扬州,1489,949
兰州,伊宁,2103,994
兰州,宜宾,814,871
兰州,宜昌,913,886
兰州,义乌,1692,966
兰州,银川,343,758
兰州,榆林,579,826
兰州,运城,659,843
兰州,湛江,1764,971
兰州,张家界,991,896
兰州,郑州,901,884
兰州,重庆,767,863
兰州,珠海,1800,974
兰州,遵义,975,894
丽江,阿坝,591,829
丽江,阿克苏,2306,1006
丽江,巴彦淖尔,1680,965
丽江,包头,1768,972
丽江,北海,1083,908
丽江,北京,2081,993
丽江,博鳌,1362,938
丽江,长春,2937,1038
丽江,长沙,1265,928
丽江,长治,1599,959
丽江,常州,1987,987
丽江,朝阳,2091,993
丽江,成都,564,823
丽江,赤峰,2412,1012
丽江,达州,854,877
丽江,大理,131,633
丽江,大连,2394,1011
丽江,大庆,3087,1044
丽江,大同,3032,1042
丽江,丹东,2663,1025
丽江,稻城,210,695
丽江,敦煌,1603,959
丽江,鄂尔多斯,1698,966
丽江,十堰,1203,922
丽江,石河子,2316,1007
丽江,福州,1901,981
丽江,抚远,3761,1070
丽江,阜阳,1643,962
丽江,赣州,1468,947
丽江,广元,821,872
丽江,广州,1381,939
丽江,贵阳,643,840
丽江,桂林,1017,900
丽江,哈尔滨,3138,1046
丽江,哈密,1824,976
丽江,海口,1280,930
丽江,海拉尔,3015,1041
丽江,杭州,1985,987
丽江,合肥,1740,970
丽江,呼和浩特,1872,979
丽江,惠州,1488,949
丽江,淮安,1973,986
丽江,和田,2223,1001
丽江,黄山,1781,973
丽江,揭阳,1664,964
丽江,晋江,1848,977
丽江,井冈山,1379,939
丽江,景德镇,1683,965
丽江,佳木斯,3436,1058
丽江,九寨沟,799,868
丽江,建三江,3620,1065
丽江,库尔勒,2114,995
丽江,克拉玛依,2449,1014
丽江,昆明,320,749
丽江,喀什,2642,1024
丽江,兰州,1076,907
丽江,林芝,530,815
丽江,柳州,964,893
丽江,六盘水,460,797
丽江,泸州,559,822
丽江,临汾,1481,949
丽江,拉萨,944,890
丽江,满洲里,2922,1037
丽江,茅台,1815,975
丽江,牡丹江,3273,1052
丽江,绵阳,673,846
丽江,南昌,1552,955
丽江,南京,1882,980
丽江,南宁,931,888
丽江,南通,2075,992
丽江,宁波,2112,995
丽江,攀枝花,151,652
丽江,齐齐哈尔,3076,1044
丽江,青岛,2162,998
丽江,三亚,1351,937
丽江,石家庄,1823,976
丽江,松原,2981,1040
丽江,上海,2118,995
丽江,深圳,1473,948
丽江,沈阳,2685,1026
丽江,台州,2093,994
丽江,太原,1681,965
丽江,天津,2083,993
丽江,通化,2864,1034
丽江,通辽,2717,1027
丽江,吐鲁番,2018,989
丽江,万州,903,884
丽江,威海,2365,1009
丽江,温州,2020,989
丽江,乌鲁木齐,2202,1000
丽江,无锡,2013,988
丽江,乌海,1549,954
丽江,武汉,1432,944
丽江,乌兰浩特,2877,1035
丽江,乌兰察布,1966,985
丽江,西安,2873,1035
丽江,西昌,216,698
丽江,西宁,1095,909
丽江,锡林浩特,2385,1011
丽江,厦门,1809,975
丽江,徐州,1816,975
丽江,烟台,2302,1006
丽江,延吉,3189,1048
丽江,盐城,2043,990
丽江,扬州,1951,984
丽江,伊宁,2552,1019
丽江,宜宾,481,802
丽江,宜昌,1161,917
丽江,义乌,1962,985
丽江,银川,1407,942
丽江,榆林,1548,954
丽江,运城,1369,938
丽江,湛江,1203,922
丽江,张家界,1036,902
丽江,郑州,1550,954
丽江,重庆,684,848
丽江,珠海,1441,945
丽江,遵义,668,845
林芝,阿坝,717,854
林芝,阿克苏,1802,974
林芝,巴彦淖尔,1688,966
林芝,包头,1828,976
林芝,北海,1613,960
林芝,北京,2253,1003
林芝,博鳌,1889,980
林芝,长春,3106,1045
林芝,长沙,1710,967
林芝,长治,1826,976
林芝,常州,2363,1009
林芝,朝阳,2264,1004
林芝,成都,846,876
林芝,赤峰,2561,1020
林芝,达州,1178,919
林芝,大理,604,832
林芝,大连,2631,1023
林芝,大庆,3209,1049
林芝,大同,3161,1047
林芝,丹东,2893,1036
林芝,稻城,468,799
林芝,敦煌,1257,927
林芝,鄂尔多斯,1780,972
林芝,十堰,1512,951
林芝,石河子,1882,980
林芝,福州,2372,1010
林芝,抚远,3912,1075
林芝,阜阳,1981,986
林芝,赣州,1952,984
林芝,广元,1054,904
林芝,广州,1899,981
林芝,贵阳,1138,914
林芝,桂林,1523,952
林芝,哈尔滨,3284,1052
林芝,哈密,1479,948
林芝,海口,1809,975
林芝,海拉尔,3055,1043
林芝,杭州,2389,1011
林芝,合肥,2108,994
林芝,呼和浩特,1961,985
林芝,惠州,2003,988
林芝,淮安,2311,1006
林芝,和田,1697,966
林芝,黄山,2184,999
林芝,揭阳,2170,998
林芝,晋江,2336,1008
林芝,井冈山,1852,978
林芝,景德镇,2104,994
林芝,佳木斯,3586,1064
林芝,九寨沟,929,888
林芝,建三江,3773,1070
林芝,库尔勒,1651,963
林芝,克拉玛依,2012,988
林芝,昆明,848,876
林芝,喀什,2119,995
林芝,兰州,1098,910
林芝,丽江,530,815
林芝,柳州,1483,949
林芝,六盘水,964,893
林芝,泸州,970,894
林芝,临汾,1690,966
林芝,拉萨,425,786
林芝,满洲里,2936,1038
林芝,茅台,2115,995
林芝,牡丹江,3454,1059
林芝,绵阳,925,887
林芝,南昌,1986,987
林芝,南京,2250,1003
林芝,南宁,1461,947
林芝,南通,2447,1014
林芝,宁波,2522,1018
林芝,攀枝花,676,847
林芝,齐齐哈尔,3179,1048
林芝,青岛,2451,1014
林芝,三亚,1870,979
林芝,石家庄,2018,989
林芝,松原,3125,1046
林芝,上海,2506,1017
林芝,深圳,1993,987
林芝,沈阳,2879,1035
林芝,台州,2523,1018
林芝,太原,1855,978
林芝,天津,2281,1005
林芝,通化,3074,1043
林芝,通辽,2869,1035
林芝,吐鲁番,1605,959
林芝,万州,1259,927
林芝,威海,2633,1023
林芝,温州,2461,1015
林芝,乌鲁木齐,1779,972
林芝,无锡,2393,1011
林芝,乌海,1567,956
林芝,武汉,1822,975
林芝,乌兰浩特,2985,1040
林芝,乌兰察布,2073,992
林芝,西安,3057,1043
林芝,西昌,664,844
林芝,西宁,1021,900
林芝,锡林浩特,2470,1015
林芝,厦门,2301,1006
林芝,徐州,2128,996
林芝,烟台,2566,1020
林芝,延吉,3393,1056
林芝,盐城,2387,1011
林芝,扬州,2313,1007
林芝,伊宁,2077,993
林芝,宜宾,892,883
林芝,宜昌,1535,953
林芝,义乌,2383,1010
林芝,银川,1437,945
林芝,榆林,1664,964
林芝,运城,1602,959
林芝,湛江,1733,969
林芝,张家界,1457,946
林芝,郑州,1823,976
林芝,重庆,1073,907
林芝,珠海,1964,985
林芝,遵义,1131,914
柳州,阿坝,1098,910
柳州,阿克苏,3175,1048
柳州,巴彦淖尔,1837,977
柳州,包头,1814,975
柳州,北海,319,749
柳州,北京,1853,978
柳州,博鳌,586,828
柳州,长春,2611,1022
柳州,长沙,558,822
柳州,长治,1366,938
柳州,常州,1324,934
柳州,朝阳,1860,978
柳州,成都,881,881
柳州,赤峰,2181,999
柳州,达州,788,867
柳州,大理,939,889
柳州,大连,1988,987
柳州,大庆,2838,1033
柳州,大同,2776,1030
柳州,丹东,2241,1002
柳州,稻城,1035,902
柳州,敦煌,2282,1005
柳州,鄂尔多斯,1722,968
柳州,十堰,933,888
柳州,石河子,3067,1043
柳州,福州,1014,899
柳州,抚远,3415,1057
柳州,阜阳,1138,914
柳州,赣州,580,827
柳州,广元,968,893
柳州,广州,417,784
柳州,贵阳,373,769
柳州,桂林,133,635
柳州,哈尔滨,2840,1033
柳州,哈密,2479,1016
柳州,海口,487,804
柳州,海拉尔,2924,1037
柳州,杭州,1253,927
柳州,合肥,1138,914
柳州,呼和浩特,1846,977
柳州,惠州,525,814
柳州,淮安,1403,942
柳州,和田,3141,1046
柳州,黄山,1080,908
柳州,揭阳,712,853
柳州,晋江,925,887
柳州,井冈山,537,817
柳州,景德镇,948,891
