ORIGIN,TERMINAL,DISTENCE,PRICE,TIME
茅台,朝阳,582,827,1.29
茅台,成都,1284,930,2.85
茅台,赤峰,859,878,1.91
茅台,达州,963,893,2.14
茅台,大理,1890,980,4.2
茅台,大连,625,836,1.39
茅台,大庆,1483,949,3.3
茅台,大同,1420,943,3.16
茅台,丹东,886,882,1.97
茅台,稻城,1707,967,3.79
茅台,敦煌,2097,994,4.66
茅台,鄂尔多斯,834,874,1.85
茅台,十堰,613,834,1.36
茅台,石河子,2835,1033,6.3
茅台,福州,991,896,2.2
茅台,抚远,2053,991,4.56
茅台,阜阳,227,705,0.5
茅台,赣州,1006,898,2.24
茅台,广元,1060,905,2.36
茅台,广州,1337,935,2.97
茅台,贵阳,1328,934,2.95
茅台,桂林,1232,925,2.74
茅台,哈尔滨,1477,948,3.28
茅台,哈密,2196,1000,4.88
茅台,海口,1759,971,3.91
茅台,海拉尔,1637,962,3.64
茅台,杭州,584,828,1.3
茅台,合肥,319,749,0.71
茅台,呼和浩特,821,872,1.82
茅台,惠州,1314,933,2.92
茅台,淮安,255,720,0.57
茅台,和田,3322,1054,7.38
茅台,黄山,506,809,1.12
茅台,揭阳,1244,926,2.76
茅台,晋江泉州,1122,912,2.49
茅台,井冈山,939,889,2.09
茅台,景德镇,603,832,1.34
茅台,佳木斯,1746,970,3.88
茅台,九寨沟,1207,922,2.68
茅台,建三江,1913,982,4.25
茅台,库尔勒,2819,1032,6.26
茅台,克拉玛依,2941,1038,6.54
茅台,昆明,1739,969,3.86
茅台,喀什,3635,1065,8.08
茅台,兰州,1197,921,2.66
茅台,丽江,1815,975,4.03
茅台,林芝,2115,995,4.7
茅台,柳州,1364,938,3.03
茅台,六盘水,1465,947,3.26
茅台,泸州,1263,928,2.81
茅台,临汾,512,810,1.14
茅台,拉萨,2487,1016,5.53
茅台,满洲里,1643,962,3.65
茅台,牡丹江,1538,953,3.42
茅台,绵阳,1193,920,2.65
茅台,南昌,678,847,1.51
茅台,南京,342,758,0.76
茅台,南宁,1568,956,3.48
茅台,南通,473,800,1.05
茅台,宁波,692,850,1.54
茅台,攀枝花,1710,967,3.8
茅台,齐齐哈尔,1521,952,3.38
茅台,青岛,347,760,0.77
茅台,三亚,1972,986,4.38
茅台,石家庄,427,787,0.95
茅台,松原,1337,935,2.97
茅台,上海,573,825,1.27
茅台,深圳,1383,940,3.07
茅台,沈阳,969,893,2.15
茅台,台州,796,868,1.77
茅台,太原,527,814,1.17
茅台,天津,491,805,1.09
茅台,通化,1105,910,2.46
茅台,通辽,1090,909,2.42
茅台,吐鲁番,2544,1019,5.65
茅台,万州,913,886,2.03
茅台,威海,557,821,1.24
茅台,温州,828,873,1.84
茅台,乌鲁木齐,2705,1027,6.01
茅台,无锡,470,799,1.04
茅台,乌海,1050,904,2.33
茅台,武汉,522,813,1.16
茅台,乌兰浩特,1338,935,2.97
茅台,乌兰察布,776,865,1.72
茅台,西安,1160,917,2.58
茅台,西昌,1599,959,3.55
茅台,西宁,1385,940,3.08
茅台,锡林浩特,1042,903,2.32
茅台,厦门,1143,915,2.54
茅台,徐州,55,520,0.12
茅台,烟台,501,808,1.11
茅台,延吉,1423,943,3.16
茅台,盐城,331,754,0.74
茅台,扬州,345,759,0.77
茅台,伊宁,3204,1049,7.12
茅台,宜宾,1337,935,2.97
茅台,宜昌,688,849,1.53
茅台,义乌,670,845,1.49
茅台,银川,1044,903,2.32
茅台,榆林,754,861,1.68
茅台,运城,542,818,1.2
茅台,湛江,1629,961,3.62
茅台,张家界,871,880,1.94
茅台,郑州,300,741,0.67
茅台,重庆,1135,914,2.52
茅台,珠海,1425,944,3.17
茅台,遵义,1230,924,2.73
牡丹江,阿坝,2756,1029,6.12
牡丹江,阿克苏,3943,1076,8.76
牡丹江,巴彦淖尔,1856,978,4.12
牡丹江,包头,1670,964,3.71
牡丹江,北海,3182,1048,7.07
牡丹江,北京,1202,921,2.67
牡丹江,博鳌,3329,1054,7.4
牡丹江,长春,350,761,0.78
牡丹江,长沙,2341,1008,5.2
牡丹江,长治,1674,964,3.72
牡丹江,常州,1652,963,3.67
牡丹江,朝阳,1191,920,2.65
牡丹江,成都,2710,1027,6.02
牡丹江,赤峰,898,884,2.0
牡丹江,达州,2431,1013,5.4
牡丹江,大理,3367,1055,7.48
牡丹江,大连,912,886,2.03
牡丹江,大庆,420,785,0.93
牡丹江,大同,417,784,0.93
牡丹江,丹东,658,843,1.46
牡丹江,稻城,3125,1046,6.94
牡丹江,敦煌,2920,1037,6.49
牡丹江,鄂尔多斯,1695,966,3.77
牡丹江,十堰,2097,994,4.66
牡丹江,石河子,3416,1057,7.59
牡丹江,福州,2258,1003,5.02
牡丹江,抚远,517,812,1.15
牡丹江,阜阳,1761,971,3.91
牡丹江,赣州,2465,1015,5.48
牡丹江,广元,2457,1014,5.46
牡丹江,广州,2810,1032,6.24
牡丹江,贵阳,2857,1034,6.35
牡丹江,桂林,2765,1030,6.14
牡丹江,哈尔滨,266,725,0.59
牡丹江,哈密,2898,1036,6.44
牡丹江,海口,3259,1051,7.24
牡丹江,海拉尔,893,883,1.98
牡丹江,杭州,1793,973,3.98
牡丹江,合肥,1773,972,3.94
牡丹江,呼和浩特,1521,952,3.38
牡丹江,惠州,2759,1029,6.13
牡丹江,淮安,1514,951,3.36
牡丹江,和田,4192,1084,9.32
牡丹江,黄山,1884,980,4.19
牡丹江,揭阳,2629,1023,5.84
牡丹江,晋江泉州,2423,1013,5.38
牡丹江,井冈山,2429,1013,5.4
牡丹江,景德镇,2021,989,4.49
牡丹江,佳木斯,252,718,0.56
牡丹江,九寨沟,2533,1018,5.63
牡丹江,建三江,380,772,0.84
牡丹江,库尔勒,3532,1062,7.85
牡丹江,克拉玛依,3474,1059,7.72
牡丹江,昆明,3250,1051,7.22
牡丹江,喀什,4380,1090,9.73
牡丹江,兰州,2369,1010,5.26
牡丹江,丽江,3273,1052,7.27
牡丹江,林芝,3454,1059,7.68
牡丹江,柳州,2898,1036,6.44
牡丹江,六盘水,2980,1039,6.62
牡丹江,泸州,2752,1029,6.12
牡丹江,临汾,1792,973,3.98
牡丹江,拉萨,3749,1069,8.33
牡丹江,满洲里,1059,905,2.35
牡丹江,茅台,1538,953,3.42
牡丹江,绵阳,2604,1022,5.79
牡丹江,南昌,2143,997,4.76
牡丹江,南京,1680,965,3.73
牡丹江,南宁,3103,1045,6.9
牡丹江,南通,1590,958,3.53
牡丹江,宁波,1780,972,3.96
牡丹江,攀枝花,3191,1048,7.09
牡丹江,齐齐哈尔,531,815,1.18
牡丹江,青岛,1223,924,2.72
牡丹江,三亚,3472,1059,7.72
牡丹江,石家庄,1451,946,3.22
牡丹江,松原,381,772,0.85
牡丹江,上海,1643,962,3.65
牡丹江,深圳,2833,1033,6.3
牡丹江,沈阳,588,828,1.31
牡丹江,台州,1911,982,4.25
牡丹江,太原,1604,959,3.56
牡丹江,天津,1189,920,2.64
牡丹江,通化,434,789,0.96
牡丹江,通辽,595,830,1.32
牡丹江,吐鲁番,3220,1050,7.16
牡丹江,万州,2408,1012,5.35
牡丹江,威海,1005,898,2.23
牡丹江,温州,2006,988,4.46
牡丹江,乌鲁木齐,3314,1053,7.36
牡丹江,无锡,1658,963,3.68
牡丹江,乌海,1948,984,4.33
牡丹江,武汉,2052,991,4.56
牡丹江,乌兰浩特,611,833,1.36
牡丹江,乌兰察布,1400,941,3.11
牡丹江,西安,399,778,0.89
牡丹江,西昌,3063,1043,6.81
牡丹江,西宁,2495,1016,5.54
牡丹江,锡林浩特,1071,906,2.38
牡丹江,厦门,2465,1015,5.48
牡丹江,徐州,1562,955,3.47
牡丹江,烟台,1047,903,2.33
牡丹江,延吉,170,667,0.38
牡丹江,盐城,1488,949,3.31
牡丹江,扬州,1615,960,3.59
牡丹江,伊宁,3788,1071,8.42
牡丹江,宜宾,2818,1032,6.26
牡丹江,宜昌,2219,1001,4.93
牡丹江,义乌,1895,981,4.21
牡丹江,银川,2053,991,4.56
牡丹江,榆林,1792,973,3.98
牡丹江,运城,1903,981,4.23
牡丹江,湛江,3137,1046,6.97
牡丹江,张家界,2407,1012,5.35
牡丹江,郑州,1744,970,3.88
牡丹江,重庆,2627,1023,5.84
牡丹江,珠海,2883,1035,6.41
牡丹江,遵义,2752,1029,6.12
绵阳,阿坝,238,711,0.53
绵阳,阿克苏,2327,1007,5.17
绵阳,巴彦淖尔,1058,905,2.35
绵阳,包头,1116,912,2.48
绵阳,北海,1198,921,2.66
绵阳,北京,1408,942,3.13
绵阳,博鳌,1493,950,3.32
绵阳,长春,2266,1004,5.04
绵阳,长沙,877,880,1.95
绵阳,长治,935,889,2.08
绵阳,常州,1445,945,3.21
绵阳,朝阳,1419,943,3.15
绵阳,成都,109,609,0.24
绵阳,赤峰,1739,969,3.86
绵阳,达州,266,725,0.59
绵阳,大理,780,865,1.73
绵阳,大连,1739,969,3.86
绵阳,大庆,2414,1012,5.36
绵阳,大同,2359,1009,5.24
绵阳,丹东,2006,988,4.46
绵阳,稻城,524,813,1.16
绵阳,敦煌,1368,938,3.04
绵阳,鄂尔多斯,1039,902,2.31
绵阳,十堰,587,828,1.3
绵阳,石河子,2160,998,4.8
绵阳,福州,1547,954,3.44
绵阳,抚远,3089,1044,6.86
绵阳,阜阳,1056,905,2.35
绵阳,赣州,1178,919,2.62
绵阳,广元,147,648,0.33
绵阳,广州,1260,928,2.8
绵阳,贵阳,575,826,1.28
绵阳,桂林,881,881,1.96
绵阳,哈尔滨,2465,1015,5.48
绵阳,哈密,1559,955,3.46
绵阳,海口,1394,941,3.1
绵阳,海拉尔,2355,1009,5.23
绵阳,杭州,1485,949,3.3
绵阳,合肥,1190,920,2.64
绵阳,呼和浩特,1209,922,2.69
绵阳,惠州,1336,935,2.97
绵阳,淮安,1386,940,3.08
绵阳,和田,2353,1009,5.23
绵阳,黄山,1282,930,2.85
绵阳,揭阳,1450,946,3.22
绵阳,晋江泉州,1551,955,3.45
绵阳,井冈山,1063,905,2.36
绵阳,景德镇,1220,923,2.71
绵阳,佳木斯,2764,1030,6.14
绵阳,九寨沟,214,697,0.48
绵阳,建三江,2948,1038,6.55
绵阳,库尔勒,2032,990,4.52
绵阳,克拉玛依,2289,1005,5.09
绵阳,昆明,743,859,1.65
绵阳,喀什,2731,1028,6.07
绵阳,兰州,513,811,1.14
绵阳,丽江,673,846,1.5
绵阳,林芝,925,887,2.06
绵阳,柳州,922,887,2.05
绵阳,六盘水,546,819,1.21
绵阳,泸州,298,740,0.66
绵阳,临汾,811,870,1.8
绵阳,拉萨,1316,933,2.92
绵阳,满洲里,2271,1004,5.05
绵阳,茅台,1193,920,2.65
绵阳,牡丹江,2604,1022,5.79
绵阳,南昌,1120,912,2.49
绵阳,南京,1330,935,2.96
绵阳,南宁,1030,901,2.29
绵阳,南通,1528,953,3.4
绵阳,宁波,1621,960,3.6
绵阳,攀枝花,618,835,1.37
绵阳,齐齐哈尔,2404,1012,5.34
绵阳,青岛,1534,953,3.41
绵阳,三亚,1550,954,3.44
绵阳,石家庄,1153,916,2.56
绵阳,松原,2307,1006,5.13
绵阳,上海,1591,958,3.54
绵阳,深圳,1356,937,3.01
绵阳,沈阳,2018,989,4.48
绵阳,台州,1638,962,3.64
绵阳,太原,1008,899,2.24
绵阳,天津,1414,943,3.14
绵阳,通化,2201,1000,4.89
绵阳,通辽,2044,990,4.54
绵阳,吐鲁番,1843,977,4.1
绵阳,万州,363,766,0.81
绵阳,威海,1724,968,3.83
绵阳,温州,1589,958,3.53
绵阳,乌鲁木齐,2031,990,4.51
绵阳,无锡,1477,948,3.28
绵阳,乌海,929,888,2.06
绵阳,武汉,921,887,2.05
绵阳,乌兰浩特,2205,1000,4.9
绵阳,乌兰察布,1297,931,2.88
绵阳,西安,2205,1000,4.9
绵阳,西昌,475,801,1.06
绵阳,西宁,631,838,1.4
绵阳,锡林浩特,1717,968,3.82
绵阳,厦门,1527,953,3.39
绵阳,徐州,1204,922,2.68
绵阳,烟台,1659,963,3.69
绵阳,延吉,2525,1018,5.61
绵阳,盐城,1462,947,3.25
绵阳,扬州,1391,940,3.09
绵阳,伊宁,2470,1015,5.49
绵阳,宜宾,304,743,0.68
绵阳,宜昌,634,838,1.41
绵阳,义乌,1492,950,3.32
绵阳,银川,790,867,1.76
绵阳,榆林,882,881,1.96
绵阳,运城,705,852,1.57
绵阳,湛江,1270,929,2.82
绵阳,张家界,614,834,1.36
绵阳,郑州,907,885,2.02
绵阳,重庆,279,732,0.62
绵阳,珠海,1351,937,3.0
绵阳,遵义,474,800,1.05
南昌,阿坝,1358,937,3.02
南昌,阿克苏,3409,1057,7.58
南昌,巴彦淖尔,1548,954,3.44
南昌,包头,1439,945,3.2
南昌,北海,1052,904,2.34
南昌,北京,1250,927,2.78
南昌,博鳌,1187,920,2.64
南昌,长春,1887,980,4.19
南昌,长沙,289,736,0.64
南昌,长治,874,880,1.94
南昌,常州,521,813,1.16
南昌,朝阳,1254,927,2.79
南昌,成都,1163,917,2.58
南昌,赤峰,1537,953,3.42
南昌,达州,856,877,1.9
南昌,大理,1584,957,3.52
南昌,大连,1255,927,2.79
南昌,大庆,2143,997,4.76
南昌,大同,2080,993,4.62
南昌,丹东,1487,949,3.3
南昌,稻城,1522,952,3.38
南昌,敦煌,2367,1010,5.26
南昌,鄂尔多斯,1350,937,3.0
南昌,十堰,655,843,1.46
南昌,石河子,3156,1047,7.01
南昌,福州,448,793,1.0
南昌,抚远,2659,1025,5.91
南昌,阜阳,468,799,1.04
南昌,赣州,330,753,0.73
南昌,广元,1050,904,2.33
南昌,广州,671,846,1.49
南昌,贵阳,932,888,2.07
南昌,桂林,675,846,1.5
南昌,哈尔滨,2120,995,4.71
南昌,哈密,2517,1018,5.59
南昌,海口,1115,912,2.48
南昌,海拉尔,2316,1007,5.15
南昌,杭州,453,795,1.01
南昌,合肥,377,771,0.84
南昌,呼和浩特,1403,942,3.12
南昌,惠州,637,839,1.42
南昌,淮安,628,837,1.4
南昌,和田,3464,1059,7.7
南昌,黄山,275,730,0.61
南昌,揭阳,573,825,1.27
南昌,晋江泉州,513,811,1.14
南昌,井冈山,287,735,0.64
南昌,景德镇,143,645,0.32
南昌,佳木斯,2370,1010,5.27
南昌,九寨沟,1249,926,2.78
南昌,建三江,2524,1018,5.61
南昌,库尔勒,3078,1044,6.84
南昌,克拉玛依,3276,1052,7.28
南昌,昆明,1367,938,3.04
南昌,喀什,3828,1072,8.51
南昌,兰州,1397,941,3.1
南昌,丽江,1552,955,3.45
南昌,林芝,1986,987,4.41
南昌,柳州,805,869,1.79
南昌,六盘水,1111,911,2.47
南昌,泸州,1018,900,2.26
南昌,临汾,919,887,2.04
南昌,拉萨,2403,1011,5.34
南昌,满洲里,2318,1007,5.15
南昌,茅台,678,847,1.51
南昌,牡丹江,2143,997,4.76
南昌,绵阳,1120,912,2.49
南昌,南京,465,798,1.03
南昌,南宁,1002,898,2.23
南昌,南通,604,832,1.34
南昌,宁波,567,824,1.26
南昌,攀枝花,1414,943,3.14
南昌,齐齐哈尔,2189,999,4.86
南昌,青岛,925,887,2.06
南昌,三亚,1328,934,2.95
南昌,石家庄,1048,904,2.33
南昌,松原,1990,987,4.42
南昌,上海,609,833,1.35
南昌,深圳,708,853,1.57
南昌,沈阳,1609,959,3.58
南昌,台州,541,818,1.2
南昌,太原,1068,906,2.37
南昌,天津,1168,918,2.6
南昌,通化,1711,967,3.8
南昌,通辽,1755,971,3.9
南昌,吐鲁番,2844,1033,6.32
南昌,万州,756,861,1.68
南昌,威海,1139,914,2.53
南昌,温州,475,801,1.06
南昌,乌鲁木齐,3023,1041,6.72
南昌,无锡,531,815,1.18
南昌,乌海,1477,948,3.28
南昌,武汉,259,722,0.58
南昌,乌兰浩特,2011,988,4.47
南昌,乌兰察布,1394,941,3.1
南昌,西安,1792,973,3.98
南昌,西昌,1351,937,3.0
南昌,西宁,1587,958,3.53
南昌,锡林浩特,1711,967,3.8
南昌,厦门,516,811,1.15
南昌,徐州,632,838,1.4
南昌,烟台,1104,910,2.45
南昌,延吉,2006,988,4.46
南昌,盐城,660,843,1.47
南昌,扬州,534,816,1.19
南昌,伊宁,3500,1060,7.78
南昌,宜宾,1097,910,2.44
南昌,宜昌,497,807,1.1
南昌,义乌,411,782,0.91
南昌,银川,1410,942,3.13
南昌,榆林,1208,922,2.68
南昌,运城,843,875,1.87
南昌,湛江,996,897,2.21
南昌,张家界,528,814,1.17
南昌,郑州,707,852,1.57
南昌,重庆,914,886,2.03
南昌,珠海,752,860,1.67
南昌,遵义,884,881,1.96
南京,阿坝,1559,955,3.46
南京,阿克苏,3470,1059,7.71
南京,巴彦淖尔,1401,941,3.11
南京,包头,1244,926,2.76
南京,北海,1516,952,3.37
南京,北京,901,884,2.0
南京,博鳌,1649,963,3.66
南京,长春,1434,944,3.19
南京,长沙,702,852,1.56
南京,长治,695,850,1.54
南京,常州,117,619,0.26
南京,朝阳,901,884,2.0
南京,成都,1403,942,3.12
南京,赤峰,1138,914,2.53
南京,达州,1071,906,2.38
南京,大理,1937,983,4.3
南京,大连,807,870,1.79
南京,大庆,1702,967,3.78
南京,大同,1638,962,3.64
南京,丹东,1026,901,2.28
南京,稻城,1810,975,4.02
南京,敦煌,2384,1010,5.3
南京,鄂尔多斯,1169,918,2.6
南京,十堰,751,860,1.67
南京,石河子,3141,1046,6.98
南京,福州,670,845,1.49
南京,抚远,2195,1000,4.88
南京,阜阳,292,737,0.65
南京,赣州,785,866,1.74
南京,广元,1218,923,2.71
南京,广州,1130,913,2.51
南京,贵阳,1315,933,2.92
南京,桂林,1122,912,2.49
南京,哈尔滨,1668,964,3.71
南京,哈密,2498,1017,5.55
南京,海口,1580,957,3.51
南京,海拉尔,1917,982,4.26
南京,杭州,242,713,0.54
南京,合肥,142,644,0.32
南京,呼和浩特,1163,917,2.58
南京,惠州,1083,908,2.41
南京,淮安,171,668,0.38
南京,和田,3576,1063,7.95
南京,黄山,208,693,0.46
南京,揭阳,975,894,2.17
南京,晋江泉州,815,871,1.81
南京,井冈山,752,860,1.67
南京,景德镇,341,758,0.76
南京,佳木斯,1910,982,4.24
南京,九寨沟,1395,941,3.1
南京,建三江,2061,992,4.58
南京,库尔勒,3107,1045,6.9
南京,克拉玛依,3251,1051,7.22
南京,昆明,1749,970,3.89
南京,喀什,3907,1075,8.68
南京,兰州,1446,945,3.21
南京,丽江,1882,980,4.18
南京,林芝,2250,1003,5.0
南京,柳州,1255,927,2.79
南京,六盘水,1478,948,3.28
南京,泸州,1324,934,2.94
南京,临汾,803,869,1.78
南京,拉萨,2646,1024,5.88
南京,满洲里,1942,984,4.32
南京,茅台,342,758,0.76
南京,牡丹江,1680,965,3.73
南京,绵阳,1330,935,2.96
南京,南昌,465,798,1.03
南京,南宁,1457,946,3.24
南京,南通,197,686,0.44
南京,宁波,360,765,0.8
南京,攀枝花,1759,971,3.91
南京,齐齐哈尔,1756,971,3.9
南京,青岛,473,800,1.05
南京,三亚,1793,973,3.98
南京,石家庄,770,864,1.71
南京,松原,1545,954,3.43
南京,上海,271,728,0.6
南京,深圳,1156,916,2.57
南京,沈阳,1160,917,2.58
南京,台州,455,795,1.01
南京,太原,861,878,1.91
南京,天津,800,868,1.78
南京,通化,1249,926,2.78
南京,通辽,1322,934,2.94
南京,吐鲁番,2843,1033,6.32
南京,万州,994,897,2.21
南京,威海,679,847,1.51
南京,温州,486,804,1.08
南京,乌鲁木齐,3010,1041,6.69
南京,无锡,154,654,0.34
南京,乌海,1368,938,3.04
南京,武汉,454,795,1.01
南京,乌兰浩特,1588,958,3.53
南京,乌兰察布,1117,912,2.48
南京,西安,1337,935,2.97
南京,西昌,1669,964,3.71
南京,西宁,1639,962,3.64
南京,锡林浩特,1356,937,3.01
南京,厦门,844,875,1.88
南京,徐州,287,735,0.64
南京,烟台,651,842,1.45
南京,延吉,1541,954,3.42
南京,盐城,195,685,0.43
南京,扬州,72,555,0.16
南京,伊宁,3505,1061,7.79
南京,宜宾,1403,942,3.12
南京,宜昌,723,855,1.61
南京,义乌,329,753,0.73
南京,银川,1345,936,2.99
南京,榆林,1072,907,2.38
南京,运城,792,867,1.76
南京,湛江,1461,947,3.25
南京,张家界,858,878,1.91
南京,郑州,562,823,1.25
南京,重庆,1201,921,2.67
南京,珠海,1205,922,2.68
南京,遵义,1239,925,2.75
南宁,阿坝,1175,918,2.61
南宁,阿克苏,3204,1049,7.12
南宁,巴彦淖尔,1999,988,4.44
南宁,包头,1989,987,4.42
南宁,北海,170,667,0.38
南宁,北京,2051,991,4.56
南宁,博鳌,469,799,1.04
南宁,长春,2815,1032,6.26
南宁,长沙,762,862,1.69
南宁,长治,1560,955,3.47
南宁,常州,1523,952,3.38
南宁,朝阳,2058,991,4.57
南宁,成都,970,894,2.16
南宁,赤峰,2380,1010,5.29
南宁,达州,938,889,2.08
南宁,大理,879,881,1.95
南宁,大连,2192,1000,4.87
南宁,大庆,3040,1042,6.76
南宁,大同,2978,1039,6.62
南宁,丹东,2446,1014,5.44
南宁,稻城,1041,903,2.31
南宁,敦煌,2362,1009,5.25
南宁,鄂尔多斯,1898,981,4.22
南宁,十堰,1120,912,2.49
南宁,石河子,3136,1046,6.97
南宁,福州,1173,918,2.61
南宁,抚远,3619,1065,8.04
南宁,阜阳,1343,936,2.98
南宁,赣州,752,860,1.67
南宁,广元,1098,910,2.44
南宁,广州,514,811,1.14
南宁,贵阳,454,795,1.01
南宁,桂林,338,756,0.75
南宁,哈尔滨,3044,1042,6.76
南宁,哈密,2567,1020,5.7
南宁,海口,374,770,0.83
南宁,海拉尔,3118,1045,6.93
南宁,杭州,1445,945,3.21
南宁,合肥,1341,936,2.98
南宁,呼和浩特,2028,989,4.51
南宁,惠州,626,837,1.39
南宁,淮安,1606,959,3.57
南宁,和田,3146,1047,6.99
南宁,黄山,1278,929,2.84
南宁,揭阳,830,873,1.84
南宁,晋江泉州,1065,906,2.37
南宁,井冈山,726,856,1.61
南宁,景德镇,1143,915,2.54
南宁,佳木斯,3315,1053,7.37
南宁,九寨沟,1244,926,2.76
南宁,建三江,3480,1060,7.73
南宁,库尔勒,2969,1039,6.6
南宁,克拉玛依,3268,1051,7.26
南宁,昆明,619,835,1.38
南宁,喀什,3560,1063,7.91
南宁,兰州,1535,953,3.41
南宁,丽江,931,888,2.07
南宁,林芝,1461,947,3.25
南宁,柳州,204,691,0.45
南宁,六盘水,546,819,1.21
南宁,泸州,734,857,1.63
南宁,临汾,1510,951,3.36
南宁,拉萨,1873,979,4.16
南宁,满洲里,3078,1044,6.84
南宁,茅台,1568,956,3.48
南宁,牡丹江,3103,1045,6.9
南宁,绵阳,1030,901,2.29
南宁,南昌,1002,898,2.23
南宁,南京,1457,946,3.24
南宁,南通,1606,959,3.57
南宁,宁波,1538,953,3.42
南宁,攀枝花,785,866,1.74
南宁,齐齐哈尔,3066,1043,6.81
南宁,青岛,1882,980,4.18
南宁,三亚,521,813,1.16
南宁,石家庄,1795,974,3.99
南宁,松原,2900,1036,6.44
南宁,上海,1606,959,3.57
南宁,深圳,588,828,1.31
南宁,沈阳,2538,1019,5.64
南宁,台州,1467,947,3.26
南宁,太原,1725,968,3.83
南宁,天津,2002,988,4.45
南宁,通化,2668,1025,5.93
南宁,通辽,2646,1024,5.88
南宁,吐鲁番,2823,1032,6.27
南宁,万州,878,881,1.95
南宁,威海,2101,994,4.67
南宁,温州,1371,939,3.05
南宁,乌鲁木齐,3011,1041,6.69
南宁,无锡,1534,953,3.41
南宁,乌海,1881,980,4.18
南宁,武汉,1050,904,2.33
南宁,乌兰浩特,2873,1035,6.38
南宁,乌兰察布,2074,992,4.61
南宁,西安,2729,1028,6.06
南宁,西昌,837,874,1.86
南宁,西宁,1661,963,3.69
南宁,锡林浩特,2471,1015,5.49
南宁,厦门,1016,900,2.26
南宁,徐州,1540,954,3.42
南宁,烟台,2056,991,4.57
南宁,延吉,2978,1039,6.62
南宁,盐城,1650,963,3.67
南宁,扬州,1528,953,3.4
南宁,伊宁,3412,1057,7.58
南宁,宜宾,757,861,1.68
南宁,宜昌,930,888,2.07
南宁,义乌,1378,939,3.06
南宁,银川,1756,971,3.9
南宁,榆林,1726,968,3.84
南宁,运城,1385,940,3.08
南宁,湛江,274,729,0.61
南宁,张家界,735,857,1.63
南宁,郑州,1426,944,3.17
南宁,重庆,769,863,1.71
南宁,珠海,544,818,1.21
南宁,遵义,561,822,1.25
南通,阿坝,1756,971,3.9
南通,阿克苏,3650,1066,8.11
南通,巴彦淖尔,1545,954,3.43
南通,包头,1375,939,3.06
南通,北海,1651,963,3.67
南通,北京,967,893,2.15
南通,博鳌,1759,971,3.91
南通,长春,1376,939,3.06
南通,长沙,868,879,1.93
南通,长治,851,877,1.89
南通,常州,88,582,0.2
南通,朝阳,965,893,2.14
南通,成都,1601,959,3.56
南通,赤峰,1156,916,2.57
南通,达州,1269,928,2.82
南通,大理,2126,996,4.72
南通,大连,773,864,1.72
南通,大庆,1659,963,3.69
南通,大同,1596,958,3.55
南通,丹东,954,891,2.12
南通,稻城,2006,988,4.46
南通,敦煌,2559,1020,5.69
南通,鄂尔多斯,1306,932,2.9
南通,十堰,948,891,2.11
南通,石河子,3306,1053,7.35
南通,福州,680,847,1.51
南通,抚远,2099,994,4.66
南通,阜阳,484,803,1.08
南通,赣州,896,883,1.99
南通,广元,1415,943,3.14
南通,广州,1237,925,2.75
南通,贵阳,1496,950,3.32
南通,桂林,1278,929,2.84
南通,哈尔滨,1608,959,3.57
南通,哈密,2665,1025,5.92
南通,海口,1697,966,3.77
南通,海拉尔,1920,982,4.27
南通,杭州,204,691,0.45
南通,合肥,339,757,0.75
南通,呼和浩特,1279,929,2.84
南通,惠州,1176,919,2.61
南通,淮安,222,702,0.49
南通,和田,3763,1070,8.36
南通,黄山,328,753,0.73
南通,揭阳,1039,902,2.31
南通,晋江泉州,841,875,1.87
南通,井冈山,886,882,1.97
南通,景德镇,463,797,1.03
南通,佳木斯,1830,976,4.07
南通,九寨沟,1590,958,3.53
南通,建三江,1969,986,4.38
南通,库尔勒,3282,1052,7.29
南通,克拉玛依,3413,1057,7.58
南通,昆明,1932,983,4.29
南通,喀什,4089,1081,9.09
南通,兰州,1631,961,3.62
南通,丽江,2075,992,4.61
南通,林芝,2447,1014,5.44
南通,柳州,1409,942,3.13
南通,六盘水,1664,964,3.7
南通,泸州,1517,952,3.37
南通,临汾,971,894,2.16
南通,拉萨,2844,1033,6.32
南通,满洲里,1963,985,4.36
南通,茅台,473,800,1.05
南通,牡丹江,1590,958,3.53
南通,绵阳,1528,953,3.4
南通,南昌,604,832,1.34
南通,南京,197,686,0.44
南通,南宁,1606,959,3.57
南通,宁波,246,715,0.55
南通,攀枝花,1949,984,4.33
南通,齐齐哈尔,1725,968,3.83
南通,青岛,457,796,1.02
南通,三亚,1906,981,4.24
南通,石家庄,885,882,1.97
南通,松原,1498,950,3.33
南通,上海,103,602,0.23
南通,深圳,1250,927,2.78
南通,沈阳,1112,911,2.47
南通,台州,376,770,0.84
南通,太原,1000,898,2.22
南通,天津,858,878,1.91
南通,通化,1170,918,2.6
南通,通辽,1297,931,2.88
南通,吐鲁番,3012,1041,6.69
南通,万州,1191,920,2.65
南通,威海,623,836,1.38
南通,温州,446,793,0.99
南通,乌鲁木齐,3175,1048,7.06
南通,无锡,73,557,0.16
南通,乌海,1523,952,3.38
南通,武汉,643,840,1.43
南通,乌兰浩特,1571,956,3.49
南通,乌兰察布,1217,923,2.7
南通,西安,1276,929,2.84
南通,西昌,1862,978,4.14
南通,西宁,1824,976,4.05
南通,锡林浩特,1403,942,3.12
南通,厦门,879,881,1.95
南通,徐州,425,786,0.94
南通,烟台,615,834,1.37
